geo_name_raw,municipality_name,municipality_type,population_2021,population_density_per_km2,population_growth_2016_2021_pct,land_area_km2,population_scale_index_0_100,household_median_total_income_2020,income_index_0_100,children_0_14_pct,youth_15_24_pct,young_adult_20_34_pct,working_age_25_64_pct,seniors_65_plus_pct,median_age,family_with_children_pct,one_person_household_pct,average_household_size,employment_rate_pct,unemployment_rate_pct,participation_rate_pct,immigrant_pct,visible_minority_pct,diversity_index_0_100,renter_pct,renter_average_monthly_shelter_cost,rent_cost_index_0_100,rent_pressure_index_0_100,retail_trade_labour_pct,accommodation_food_labour_pct,other_services_labour_pct,density_index_0_100,market_base_index_0_100
"Deseronto, Town (T)",Deseronto,T,1747.0,693.5,-1.5,2.52,50.301,63600.0,33.045,18.8895,9.731,16.0275,53.5203,18.6033,44.0,59.1837,29.6552,2.4,46.0,16.0,54.7,4.0069,2.0034,2.4041,29.8611,890.0,28.8788,29.1735,14.0845,4.9296,3.5211,77.9333,44.7364
"Douro-Dummer, Township (TP)",Douro-Dummer,TP,7632.0,16.6,13.8,459.46,60.2315,96000.0,61.0727,15.8543,9.8926,14.282,51.1006,23.0608,48.4,51.2658,19.8291,2.6,54.7,9.0,60.0,6.0928,2.555,3.41,4.7863,1080.0,39.6376,29.1822,10.8179,5.0132,3.4301,34.1584,45.7096
"Drummond/North Elmsley, Township (TP)",Drummond/North Elmsley,TP,8183.0,22.4,5.3,365.67,60.7011,98000.0,62.8028,14.359,9.532,14.2979,51.2037,24.9297,50.8,46.8691,19.9088,2.5,55.6,7.2,60.1,5.377,1.8942,2.829,6.6869,1160.0,44.1676,32.9234,12.1655,4.3796,5.5961,37.551,47.012
"Dryden, City (CY)",Dryden,CY,7388.0,112.7,-4.7,65.58,60.0127,82000.0,48.9619,13.6708,11.0314,17.3254,51.4348,23.8901,48.0,50.4695,33.635,2.2,53.1,8.3,58.0,5.9556,4.1283,4.3009,26.8882,918.0,30.4643,29.3915,15.8485,8.6957,4.0673,56.3796,48.3871
"Dutton/Dunwich, Municipality (MU)",Dutton/Dunwich,MU,4152.0,14.1,7.4,294.38,56.131,90000.0,55.8824,17.4615,10.1156,17.2206,52.5048,19.8699,44.0,54.6185,22.884,2.6,60.1,9.3,66.3,5.5395,1.9268,2.9022,16.6144,820.0,24.9151,22.4249,10.9865,5.157,5.6054,32.3336,44.2292
"Dysart et al, Municipality (MU)",Dysart et al,MU,7182.0,4.9,14.4,1474.22,59.8222,78000.0,45.5017,9.12,7.5188,11.5567,47.5494,35.7143,59.2,35.9031,30.9417,2.1,44.9,9.0,49.5,7.658,1.7405,3.5819,15.2466,960.0,32.8426,27.5638,13.44,6.24,4.48,21.1407,38.6739
"East Ferris, Municipality (MU)",East Ferris,MU,4946.0,32.6,1.7,151.94,57.3097,109000.0,72.3183,15.6692,9.0983,12.5354,54.3874,20.8249,48.0,47.6489,16.4021,2.6,57.0,9.3,62.7,3.6393,1.0109,1.7792,5.0132,1200.0,46.4326,34.0068,8.6694,3.0242,4.8387,41.8601,48.9918
"East Garafraxa, Township (TP)",East Garafraxa,TP,2794.0,16.8,8.3,166.5,53.4631,137000.0,96.5398,16.2849,13.7795,15.3901,53.5075,16.1059,44.0,61.8182,12.2222,3.1,64.9,8.7,71.1,15.927,10.9162,11.0326,8.2873,1440.0,60.0227,44.502,9.2308,7.0769,3.6923,34.293,52.7079
"East Gwillimbury, Town (T)",East Gwillimbury,T,34637.0,141.4,44.4,244.91,70.4213,119000.0,80.9689,19.1558,11.2019,17.9865,55.7641,13.8724,39.6,66.551,13.8865,3.0,60.7,11.5,68.6,28.4234,29.5638,24.886,15.7711,1988.0,91.0532,68.4686,10.5548,4.249,3.8701,59.0604,58.9515
"East Hawkesbury, Township (TP)",East Hawkesbury,TP,3418.0,14.5,3.7,235.06,54.8207,81000.0,48.0969,15.0673,7.7531,14.1896,53.5401,23.6981,50.8,46.1538,24.9123,2.4,57.5,7.3,62.0,6.4365,3.9497,4.2276,13.6364,890.0,28.8788,24.3061,9.1168,2.849,5.1282,32.645,41.5149
"East Zorra-Tavistock, Township (TP)",East Zorra-Tavistock,TP,7841.0,32.4,10.2,241.96,60.4135,100000.0,64.5329,17.6636,10.7767,17.5998,51.1414,20.4056,42.4,54.4662,22.6891,2.6,66.5,5.7,70.6,7.4608,3.8898,4.5562,18.5185,964.0,33.0691,28.7039,7.631,2.8474,4.5558,41.789,50.3083
"Edwardsburgh/Cardinal, Township (TP)",Edwardsburgh/Cardinal,TP,7505.0,24.2,6.1,309.91,60.1185,84000.0,50.692,15.1899,8.994,15.4564,52.9647,22.9181,48.4,51.5152,25.1592,2.4,53.8,9.3,59.3,5.0633,1.5323,2.5383,19.2982,1020.0,36.2401,31.1575,12.8205,4.1835,4.8583,38.4336,44.2544
"Elizabethtown-Kitley, Township (TP)",Elizabethtown-Kitley,TP,9545.0,17.2,-0.9,555.96,61.7382,91000.0,56.7474,13.5149,10.0576,13.8292,51.5453,24.9869,51.2,47.6744,20.3166,2.5,56.8,8.3,62.0,5.8669,1.8334,2.9859,9.4987,1048.0,37.8256,29.3275,11.2805,4.3699,3.9634,34.5577,45.6021
"Elliot Lake, City (CY)",Elliot Lake,CY,11372.0,16.3,5.9,696.06,62.9181,50000.0,21.2803,10.3324,6.3753,10.7721,43.3521,39.9226,60.4,38.9058,39.8458,1.9,29.4,16.5,35.2,10.3764,2.5941,4.9486,39.2123,822.0,25.0283,29.2835,15.2941,5.5882,3.9706,33.9536,35.7783
"Emo, Township (TP)",Emo,TP,1204.0,6.0,-9.7,202.28,47.7948,94000.0,59.3426,19.103,12.4585,18.6877,50.6645,18.6877,41.2,54.4118,26.5957,2.5,63.3,7.5,68.4,5.3987,0.0,1.8895,23.6559,600.0,12.4575,15.817,15.7895,2.2556,6.015,23.177,41.3279
"Englehart, Town (T)",Englehart,T,1442.0,494.2,-2.5,2.92,49.0091,67500.0,36.4187,15.9501,9.0153,18.3773,46.81,27.3925,46.4,51.9481,41.6058,2.0,51.3,7.0,55.7,2.4272,2.4272,2.0631,32.3529,645.0,15.0057,20.2098,14.5161,5.6452,3.2258,73.9048,46.4251
"Enniskillen, Township (TP)",Enniskillen,TP,2825.0,8.4,1.0,338.05,53.5374,104000.0,67.9931,16.8142,10.7965,15.5752,48.8496,23.3628,47.2,51.2195,20.6731,2.6,61.1,5.2,64.4,6.0177,3.0088,3.6106,13.9423,820.0,24.9151,21.6232,8.3045,1.7301,4.4983,26.6882,45.2788
"Erin, Town (T)",Erin,T,11981.0,40.1,4.7,298.81,63.2695,127000.0,87.8893,15.149,11.9773,15.7332,55.5045,17.4026,46.8,57.8019,15.1659,2.8,63.6,8.2,69.4,17.1522,9.1812,10.6252,9.9526,1285.0,51.2458,38.8578,8.8023,3.2468,4.1126,44.2599,55.5232
"Espanola, Town (T)",Espanola,T,5185.0,64.0,2.7,81.0,57.6275,78000.0,45.5017,15.0434,8.3896,15.5256,51.4947,25.1688,48.8,49.359,30.5857,2.2,47.8,9.4,52.6,4.3394,3.2787,3.2015,24.2424,924.0,30.8041,28.8356,15.3499,6.9977,5.1919,49.7194,45.4174
"Essa, Township (TP)",Essa,TP,22970.0,82.1,9.0,279.92,67.6542,108000.0,71.4533,20.1567,11.1232,19.6125,56.8568,11.8633,37.6,63.9137,16.2893,2.9,63.0,10.7,70.5,11.6674,9.7519,9.0248,19.3711,1280.0,50.9626,41.4852,10.1959,4.998,4.0384,52.6454,54.9201
"Essex, Town (T)",Essex,T,21216.0,76.4,3.9,277.53,67.1191,87000.0,53.2872,15.2951,11.0058,16.3556,51.777,21.9174,46.8,55.0481,25.6853,2.5,53.3,12.5,61.0,8.4842,4.5013,5.2378,14.6516,968.0,33.2956,27.7024,10.254,5.7499,4.5999,51.799,49.5725
"Factory Island 1, Indian reserve (IRI)",Factory Island 1,IRI,1376.0,423.7,-11.8,3.25,48.6937,75500.0,43.3391,26.8895,13.4448,23.6192,50.8721,8.7209,31.0,83.7838,16.25,3.5,44.3,16.0,52.7,,0.0,0.0,30.7692,,,9.2308,7.2917,4.1667,0.0,72.0756,47.6287
"Faraday, Township (TP)",Faraday,TP,1612.0,7.4,15.1,217.44,49.7594,64000.0,33.391,10.2357,7.7543,11.7866,51.4888,31.3275,57.2,40.1961,31.7881,2.1,38.9,17.8,47.4,8.3747,1.2407,3.5515,9.9338,840.0,26.0476,21.2134,18.1102,7.874,3.937,25.3485,33.0529
"Fort Erie, Town (T)",Fort Erie,T,32901.0,197.9,7.1,166.24,70.0748,76000.0,43.7716,13.3887,9.5286,14.2853,49.8161,27.2636,51.6,49.925,27.7699,2.3,46.4,15.4,54.8,16.3521,7.7353,9.6707,20.2415,1073.0,39.2412,33.5413,12.4497,8.557,5.4698,63.0404,49.9177
"Fort Frances, Town (T)",Fort Frances,T,7466.0,292.2,-3.5,25.55,60.0834,76500.0,44.2042,14.9344,11.184,17.4123,50.4286,23.4396,46.4,54.4811,36.087,2.1,54.8,8.1,59.7,5.2237,2.5449,3.161,26.9956,828.0,25.3681,25.8563,13.205,7.4278,2.751,67.6624,50.1499
"French River / Rivière des Français, Municipality (M)",French River / Rivière des Français,M,2828.0,3.9,6.2,717.91,53.5446,68000.0,36.8512,11.3154,6.0113,9.7242,51.273,31.8246,58.0,34.0541,31.7518,2.0,43.0,13.9,49.9,4.9505,1.4144,2.4399,12.6354,740.0,20.3851,18.0601,11.0656,7.377,1.2295,18.9287,34.6122
"Front of Yonge, Township (TP)",Front of Yonge,TP,2595.0,20.7,-0.3,125.25,52.9655,86000.0,52.4221,12.9094,9.2486,13.4875,54.1426,24.2775,51.6,45.509,22.3256,2.4,52.9,8.8,58.0,4.817,1.1561,2.264,8.3721,1020.0,36.2401,27.8797,15.9533,2.3346,3.8911,36.6526,41.7896
"Frontenac Islands, Township (TP)",Frontenac Islands,TP,1930.0,10.9,9.7,176.82,50.9717,90000.0,55.8824,8.8083,8.2902,9.3264,46.3731,36.5285,59.6,34.3511,26.6667,2.1,46.6,9.9,52.0,9.3264,1.0363,3.7824,7.1823,920.0,30.5776,23.559,3.3708,3.9326,3.9326,29.4971,41.4407
"Gananoque, Town (T)",Gananoque,T,5383.0,768.4,4.3,7.01,57.88,67000.0,35.9862,11.9822,8.6383,13.9328,49.6935,29.6303,53.2,47.8964,37.6953,2.0,49.3,12.0,56.1,7.3379,2.6937,3.9151,36.2035,1048.0,37.8256,37.339,11.7764,9.3812,3.7924,79.1532,49.6464
"Garden River 14, Indian reserve (IRI)",Garden River 14,IRI,1071.0,5.0,-4.8,213.71,47.0069,54400.0,25.0865,21.0084,12.1382,18.2073,53.6881,13.5387,38.8,73.7705,27.381,2.6,43.8,14.0,50.9,,0.9337,0.4669,11.5385,,,3.4615,8.4337,0.0,3.6145,21.3409,31.0769
"Georgian Bay, Township (TP)",Georgian Bay,TP,3441.0,6.6,36.9,525.29,54.8659,82000.0,48.9619,8.8637,6.6841,11.6245,51.7291,33.1299,58.4,38.1818,32.8313,2.1,43.5,10.5,48.6,10.7527,2.0343,4.8678,10.574,1080.0,39.6376,30.9185,10.2041,7.1429,3.0612,24.1565,38.4697
"Georgian Bluffs, Township (TP)",Georgian Bluffs,TP,11100.0,18.5,5.9,599.96,62.755,94000.0,59.3426,14.2342,9.5045,12.7928,50.045,26.3063,51.2,44.7222,19.5773,2.5,52.8,8.7,57.7,6.4865,2.6126,3.5766,7.0078,1140.0,43.0351,32.2269,12.963,4.3519,5.3704,35.3794,46.0049
"Georgina, Town (T)",Georgina,T,47642.0,165.6,4.9,287.69,72.569,98000.0,62.8028,16.3091,10.2641,18.5236,56.5992,16.8129,42.8,62.0407,21.9056,2.6,58.4,11.1,65.7,15.7634,12.4995,11.7984,18.6365,1444.0,60.2492,47.7654,12.2949,4.0127,4.7836,60.9298,55.9332
"Goderich, Town (T)",Goderich,T,7881.0,923.1,3.3,8.54,60.4478,69500.0,38.1488,13.006,9.3262,14.0845,45.616,31.9756,52.8,48.2609,35.6948,2.1,47.6,9.3,52.5,7.296,2.855,4.0477,34.6995,1112.0,41.4496,39.4246,16.7155,8.3578,4.8387,81.3353,51.0599
"Grand Valley, Town (T)",Grand Valley,T,3851.0,24.3,30.3,158.6,55.6241,101000.0,65.3979,20.1246,10.3869,21.2932,57.2579,12.3345,36.8,65.1786,20.4301,2.8,66.6,7.8,72.0,16.2296,15.7102,13.5354,14.3369,1440.0,60.0227,46.3169,11.5124,2.9345,4.2889,38.4808,47.9188
"Gravenhurst, Town (T)",Gravenhurst,T,13157.0,26.9,6.9,489.11,63.9002,73500.0,41.609,11.4388,7.7905,14.403,51.3035,29.49,53.6,45.1656,29.4813,2.2,49.1,10.6,55.0,7.3725,2.8502,4.0397,21.4741,1078.0,39.5243,34.1093,17.1875,8.941,4.7743,39.6459,43.9721
"Greater Madawaska, Township (TP)",Greater Madawaska,TP,2864.0,2.8,13.7,1018.15,53.6297,81000.0,48.0969,9.2528,6.9832,10.3003,51.5014,32.4721,58.8,34.9462,28.6245,2.1,43.5,10.2,48.6,5.0628,0.8729,2.2084,5.9701,920.0,30.5776,23.1953,13.6929,6.2241,4.5643,15.9007,36.1111
"Greater Napanee, Town (T)",Greater Napanee,T,16879.0,36.5,6.2,462.3,65.5785,77500.0,45.0692,13.5672,8.946,14.5447,49.2328,28.26,50.4,49.8471,27.1668,2.3,49.1,9.4,54.2,5.5987,2.5772,3.2659,28.0932,1157.0,43.9977,39.2264,13.7052,5.9917,3.3747,43.1681,45.2341
"Greater Sudbury / Grand Sudbury, City (CV)",Greater Sudbury / Grand Sudbury,CV,166004.0,52.1,2.8,3186.26,80.9788,84000.0,50.692,15.4364,11.6262,19.0146,52.5861,20.3489,43.2,55.4957,30.836,2.3,54.8,10.4,61.1,5.9336,6.5209,5.6584,35.5369,1037.0,37.2027,36.703,12.1971,5.3769,3.9094,47.311,53.3063
"Greenstone, Municipality (MU)",Greenstone,MU,4309.0,1.6,-7.1,2727.04,56.381,72000.0,40.3114,16.8252,10.2112,14.6206,51.5201,21.2346,47.2,50.4,32.8125,2.2,50.6,8.7,55.4,3.365,2.0887,2.2569,22.6562,760.0,21.5176,21.8592,11.5979,3.3505,1.5464,11.3807,36.8247
"Grey Highlands, Municipality (MU)",Grey Highlands,MU,10424.0,11.9,6.3,879.03,62.3317,85000.0,51.5571,17.5556,9.881,15.2533,48.9735,23.5994,46.8,49.0228,25.0611,2.5,56.2,7.4,60.7,7.1949,1.8707,3.4752,12.9584,1024.0,36.4666,29.4141,10.1678,5.1333,5.1333,30.4581,44.6881
"Grimsby, Town (T)",Grimsby,T,28883.0,420.4,5.7,68.71,69.1974,104000.0,67.9931,16.2033,10.8022,15.7359,51.674,21.3447,45.2,57.1181,24.3089,2.5,57.7,10.2,64.2,17.6228,9.6077,11.0238,17.3398,1526.0,64.8924,50.6266,11.5397,5.0216,3.9574,71.9827,57.9875
"Guelph, City (CY)",Guelph,CY,143740.0,1644.1,9.1,87.43,80.0086,93000.0,58.4775,16.3524,13.1766,22.6798,54.0942,16.3768,38.4,61.1409,26.9299,2.5,60.2,10.8,67.5,23.4973,25.0035,21.0055,34.3219,1380.0,56.6251,49.9342,10.5277,4.7905,3.3451,88.2046,63.9787
"Guelph/Eramosa, Township (TP)",Guelph/Eramosa,TP,13904.0,47.5,8.2,292.84,64.2723,129000.0,89.6194,16.6499,11.8671,14.7799,52.7906,18.6277,45.2,56.9726,15.0826,2.8,62.7,7.7,67.9,13.9888,8.9183,9.3714,10.6405,1495.0,63.137,47.3881,9.0909,2.9431,5.2976,46.2317,56.4437
"Haldimand County, City (CY)",Haldimand County,CY,49216.0,39.4,7.9,1250.45,72.7879,93000.0,58.4775,17.5349,10.5657,16.834,51.3451,20.5523,43.6,55.9409,22.6229,2.6,56.6,8.3,61.8,8.7268,5.293,5.7436,14.984,1136.0,42.8086,34.4612,11.1796,4.5417,5.1788,44.0553,51.4694
"Halton Hills, Town (T)",Halton Hills,T,62951.0,227.4,2.9,276.81,74.4462,127000.0,87.8893,17.0291,13.6138,16.7829,54.2962,15.0673,42.0,67.3273,17.8007,2.9,63.2,9.7,70.0,18.8083,13.4231,13.3528,14.7503,1468.0,61.6082,47.5508,12.1109,4.0606,3.5654,64.6876,63.0833
"Hamilton, City (C)",Hamilton,C,569353.0,509.1,6.0,1118.31,89.2822,86000.0,52.4221,16.0252,11.9785,20.7709,53.6776,18.3173,40.8,62.9531,27.8758,2.5,54.3,12.3,61.9,25.5641,24.7562,21.6585,34.2893,1233.0,48.3012,44.0977,11.5761,5.6078,4.2098,74.2579,62.156
"Hamilton, Township (TP)",Hamilton,TP,11059.0,43.2,1.1,256.03,62.73,106000.0,69.7232,13.9253,10.1727,14.5583,53.2146,22.6964,49.6,49.4382,17.9907,2.6,55.9,10.7,62.6,8.9068,3.5265,4.901,6.1844,990.0,34.5413,26.0342,11.6695,4.1738,4.2589,45.126,50.3998
"Hanover, Town (T)",Hanover,T,7967.0,814.6,3.6,9.78,60.5209,69000.0,37.7163,14.4973,9.9159,15.5014,45.6257,29.8732,49.2,50.2242,33.2366,2.2,50.0,9.5,55.2,5.9621,3.0752,3.6432,35.942,998.0,34.9943,35.2786,15.5271,4.2735,4.5584,79.8477,50.8501
"Hastings Highlands, Municipality (MU)",Hastings Highlands,MU,4385.0,4.5,7.5,966.58,56.4987,69000.0,37.7163,11.0604,6.9555,10.1482,48.9168,33.0673,57.6,36.4912,28.1796,2.2,40.4,15.3,47.9,8.5519,1.5964,3.7913,8.4577,880.0,28.3126,22.3561,16.3889,5.8333,5.0,20.3046,35.3034
"Havelock-Belmont-Methuen, Township (TP)",Havelock-Belmont-Methuen,TP,5083.0,9.6,12.2,529.35,57.4937,71000.0,39.4464,12.3943,8.2628,13.0828,49.4787,30.002,54.4,44.9367,27.5168,2.3,42.8,13.6,49.6,6.9841,1.9673,3.4281,11.2108,930.0,31.1438,25.1639,12.7907,8.8372,5.5814,28.1192,37.6714
"Hawkesbury, Town (T)",Hawkesbury,T,10194.0,1009.7,-0.7,10.1,62.1814,53200.0,24.0484,11.7716,8.1911,13.2431,48.1165,31.8815,54.8,48.2014,42.5197,1.9,42.7,11.5,48.3,5.7387,4.9539,4.537,48.5236,827.0,25.3114,32.2751,14.8466,7.8528,6.135,82.4023,47.6359
"Hearst, Town (T)",Hearst,T,4794.0,48.9,-5.4,98.06,57.0994,76500.0,44.2042,14.393,11.0555,15.5403,50.897,23.7797,48.0,47.2028,35.0333,2.1,56.6,8.6,62.1,2.3988,3.0246,2.5083,39.3333,732.0,19.932,25.7524,13.5628,4.8583,5.4656,46.5707,45.5312
"Highlands East, Municipality (MU)",Highlands East,MU,3830.0,5.6,14.6,688.18,55.5873,63600.0,33.045,8.6162,6.658,11.4883,51.436,33.2898,58.8,35.5372,34.1333,2.0,34.4,14.9,40.5,7.4413,1.3055,3.2572,11.2,960.0,32.8426,26.3498,20.1465,5.8608,1.4652,22.4761,33.108
"Horton, Township (TP)",Horton,TP,3182.0,20.1,10.2,158.02,54.3389,90000.0,55.8824,14.6135,10.2137,13.1992,52.4827,22.7844,48.8,49.505,21.7054,2.5,55.3,8.0,60.1,3.1427,0.9428,1.5713,8.9147,1000.0,35.1076,27.2497,14.6875,3.75,1.875,36.3187,43.1527
"Howick, Township (TP)",Howick,TP,4045.0,14.1,4.4,286.55,55.9551,84000.0,50.692,24.8455,13.4734,17.4289,45.3646,16.0692,35.2,57.4074,19.403,3.0,67.9,3.6,70.5,4.6972,0.3708,1.8294,16.3569,980.0,33.9751,28.6896,8.8305,0.4773,5.9666,32.3336,44.1833
"Huntsville, Town (T)",Huntsville,T,21147.0,30.0,6.7,705.18,67.0971,83000.0,49.827,13.548,9.4103,15.274,52.206,24.8499,49.6,48.9796,26.4889,2.4,52.3,12.0,59.5,7.7789,3.1683,4.3812,19.5122,1148.0,43.4881,36.2953,14.1898,9.2042,4.5542,40.9008,46.9273
"Huron East, Municipality (MU)",Huron East,MU,9512.0,14.2,4.1,669.15,61.7149,80000.0,47.2318,19.2389,10.881,17.5568,48.2548,21.6569,41.6,54.291,26.9906,2.5,60.6,6.6,64.9,6.1501,2.1026,3.2748,21.4575,812.0,24.4621,23.5607,8.5062,2.3859,5.6017,32.4123,44.2536
"Huron Shores, Municipality (MU)",Huron Shores,MU,1860.0,4.1,11.8,451.87,50.723,67500.0,36.4187,12.6344,7.2581,10.7527,49.7312,30.1075,56.4,35.8333,27.5449,2.2,44.8,9.4,49.4,5.6452,0.8065,2.5403,11.3772,740.0,20.3851,17.6827,9.6774,3.2258,2.5806,19.4052,33.5895
"Huron-Kinloss, Township (TP)",Huron-Kinloss,TP,7723.0,17.5,9.3,440.73,60.3114,91000.0,56.7474,18.9693,8.9344,14.7611,47.0025,25.1198,46.0,47.2284,24.6281,2.5,55.1,6.7,59.1,5.8268,1.3596,2.7677,13.3663,888.0,28.7656,24.1458,7.4753,2.8209,6.9111,34.7524,45.3933
"Ignace, Township (TP)",Ignace,TP,1206.0,16.7,0.3,72.13,47.806,69000.0,37.7163,14.0962,8.7065,12.8524,48.9221,28.607,53.6,38.961,29.0909,2.2,44.6,13.0,51.3,7.0481,4.1459,4.5398,20.9091,790.0,23.2163,22.5241,8.4211,15.7895,2.1053,34.2259,37.1965
"Ingersoll, Town (T)",Ingersoll,T,13693.0,1075.3,7.3,12.73,64.1692,88000.0,54.1522,18.221,11.1736,18.1114,53.531,17.089,40.8,58.2716,25.1371,2.5,55.4,14.2,64.6,7.5586,5.4407,5.3987,23.6962,1087.0,40.034,35.1327,11.2536,5.3419,4.4872,83.1513,55.7839
"Innisfil, Town (T)",Innisfil,T,43326.0,165.1,18.5,262.39,71.9292,101000.0,65.3979,17.426,10.6518,17.0337,55.0939,16.7913,42.0,61.6497,19.6753,2.8,57.5,11.8,65.2,19.5379,14.5986,14.2276,14.3221,1828.0,81.9932,61.6919,12.3956,4.8791,4.4835,60.894,55.9341
"Iroquois Falls, Town (T)",Iroquois Falls,T,4418.0,7.4,-2.6,599.03,56.5492,75000.0,42.9066,15.2784,8.488,16.1838,52.852,23.3137,48.0,45.3488,32.9114,2.1,43.9,11.9,49.7,2.2635,1.3581,1.4713,25.0633,704.0,18.3465,20.3616,11.9534,4.0816,4.3732,25.3485,38.9943
"Kapuskasing, Town (T)",Kapuskasing,T,8057.0,95.9,-2.8,83.98,60.5966,69000.0,37.7163,15.4524,9.3707,15.5145,50.5771,24.637,48.4,49.2441,36.5435,2.1,48.9,7.7,53.0,2.4203,3.2891,2.6219,33.3773,736.0,20.1586,24.1242,15.0,7.0,4.0,54.4753,45.4997
"Kasabonika Lake, Indian reserve (IRI)",Kasabonika Lake,IRI,1060.0,10.4,24.9,101.73,46.9374,67000.0,35.9862,34.9057,18.8679,20.7547,42.4528,4.2453,22.4,89.5833,15.2174,4.6,41.0,9.5,45.3,,0.9434,0.4717,,,,0.0,6.5574,0.0,0.0,28.9858,37.2435
"Kawartha Lakes, City (CY)",Kawartha Lakes,CY,79247.0,26.1,5.1,3033.66,75.9971,82000.0,48.9619,13.3002,8.9341,15.1362,49.5729,28.2093,51.6,47.6319,25.623,2.4,48.6,11.2,54.7,7.6975,3.325,4.3935,17.1813,1120.0,41.9026,34.4862,12.5757,5.1965,4.5064,39.2994,48.3434
"Kenora, City (CY)",Kenora,CY,14967.0,70.7,-0.9,211.65,64.7686,86000.0,52.4221,15.3337,10.2893,18.3403,53.1169,21.2467,44.4,53.114,32.7189,2.2,58.4,7.2,62.9,4.2761,3.1402,3.182,26.4977,1072.0,39.1846,35.3785,12.0656,5.3115,4.2623,50.8879,49.8469
"Kenora, Unorganized, Unorganized (NO)","Kenora, Unorganized",NO,7475.0,0.0,11.7,388982.2,60.0915,86000.0,52.4221,12.7759,7.893,12.0401,51.0368,28.2943,54.8,38.843,25.6489,2.3,50.8,9.4,56.1,5.4849,0.6689,2.2843,13.3028,708.0,18.573,16.992,12.976,6.2059,4.7955,0.0,36.4002
"Kettle Point 44, Indian reserve (IRI)",Kettle Point 44,IRI,1233.0,132.3,22.0,9.32,47.955,53200.0,24.0484,17.8427,12.9765,15.8151,47.0397,21.0868,45.2,59.7015,32.3529,2.4,33.3,19.3,41.3,,0.811,0.4055,10.1266,,,3.038,11.5385,7.6923,3.8462,58.2738,36.6087
"Killaloe, Hagarty and Richards, Township (TP)","Killaloe, Hagarty and Richards",TP,2410.0,6.2,-0.4,391.6,52.4674,63200.0,32.699,12.8631,10.166,11.2033,46.473,30.083,54.0,46.2069,32.4201,2.2,43.0,14.2,50.1,6.4315,2.2822,3.3921,11.3122,740.0,20.3851,17.6632,14.1463,4.3902,3.4146,23.5125,34.2117
"Kincardine, Municipality (MU)",Kincardine,MU,12268.0,22.8,7.7,537.8,63.429,101000.0,65.3979,17.5253,8.6811,15.4874,49.9674,23.761,44.4,50.0,29.1667,2.3,54.1,8.3,59.0,10.5559,6.3988,6.9673,20.0581,1196.0,46.2061,38.3617,11.0627,6.446,3.7456,37.7529,48.5033
"King, Township (TP)",King,TP,27333.0,82.3,11.5,332.12,68.8258,141000.0,100.0,17.8356,13.2075,15.4941,52.6653,16.2807,43.2,66.817,15.8394,3.0,59.2,11.0,66.6,25.8479,18.3295,18.3158,11.768,1704.0,74.9717,56.0106,9.3718,3.3299,4.0165,52.674,60.7042
"Kingston, City (CY)",Kingston,CY,132485.0,293.4,7.0,451.58,79.4593,79000.0,46.3668,14.1374,13.0015,22.5007,51.7983,21.059,41.2,53.9023,32.9472,2.2,52.7,13.2,60.7,13.243,13.0807,11.5473,44.1601,1318.0,53.1144,50.4281,11.7561,7.9859,3.5169,67.711,56.9946
"Kingsville, Town (T)",Kingsville,T,22119.0,89.9,2.6,246.08,67.3999,94000.0,59.3426,16.1626,10.9634,16.14,49.9344,22.9667,45.2,53.798,22.752,2.6,54.7,9.7,60.6,12.704,4.9957,7.0562,15.3289,1108.0,41.2231,33.4548,10.0757,5.2507,4.5885,53.7139,51.5219
"Kirkland Lake, Town (T)",Kirkland Lake,T,7750.0,29.7,-2.9,261.29,60.3349,62400.0,32.0069,15.2903,10.5161,18.5161,50.9677,23.1613,45.2,53.4483,43.1788,2.0,48.5,10.7,54.4,4.3871,4.0,3.6806,37.6658,782.0,22.7633,27.234,10.2679,4.9107,3.125,40.785,41.4339
"Kitchener, City (CY)",Kitchener,CY,256885.0,1877.6,10.1,136.81,83.9203,87000.0,53.2872,17.4806,11.9256,23.2614,55.8771,14.7186,37.2,61.9382,26.6757,2.6,59.4,11.0,66.8,29.3711,31.3311,26.4885,40.3096,1334.0,54.0204,49.9071,10.4601,5.2319,3.3827,89.7854,64.1226
"Kitchenuhmaykoosib Aaki 84, Indian reserve (IRI)",Kitchenuhmaykoosib Aaki 84,IRI,1029.0,3.7,0.5,277.01,46.7376,54400.0,25.0865,36.4431,16.5209,20.4082,42.2741,5.345,23.0,94.0,20.0,3.7,36.6,3.9,38.9,,0.0,0.0,0.0,,,0.0,12.2449,0.0,4.0816,18.4324,29.1725
"LaSalle, Town (T)",LaSalle,T,32721.0,503.7,8.4,64.96,70.0379,119000.0,80.9689,16.8699,13.2178,15.678,51.4654,18.4744,44.0,62.9534,17.9476,2.8,53.9,13.3,62.2,19.9719,18.673,16.4,8.6695,1416.0,58.6636,43.6654,9.7561,5.1829,3.2317,74.1311,60.4067
"Lac Seul 28, Indian reserve (IRI)",Lac Seul 28,IRI,1022.0,4.2,4.9,243.73,46.6917,46800.0,18.5121,34.2466,14.6771,20.5479,45.0098,6.8493,25.6,82.6087,26.5625,3.2,44.0,11.9,50.0,,0.0,0.0,61.5385,,,18.4615,3.125,4.6875,0.0,19.6365,30.1122
